customerid,orders,revenue,first_purchase,last_purchase,is_repeat_buyer
15467,3,524.88,2011-07-10 14:42:00,2011-11-30 14:17:00,True
15468,3,1430.48,2010-11-12 09:39:00,2011-10-19 13:49:00,True
15469,3,874.25,2010-09-27 10:09:00,2011-10-20 16:21:00,True
15470,1,63.419999999999995,2010-05-13 09:35:00,2010-05-13 09:35:00,False
15471,3,1316.56,2010-06-07 12:17:00,2011-12-07 14:12:00,True
15472,1,371.56,2011-08-18 15:17:00,2011-08-18 15:17:00,False
15473,8,2046.0,2010-09-21 09:14:00,2011-11-25 15:15:00,True
15474,1,163.1,2010-04-23 11:14:00,2010-04-23 11:14:00,False
15475,1,454.10999999999996,2011-09-23 15:20:00,2011-09-23 15:20:00,False
15476,4,2209.9799999999996,2010-09-23 14:00:00,2010-11-24 15:17:00,True
15477,1,368.4,2010-02-28 10:37:00,2010-02-28 10:37:00,False
15478,3,2024.98,2010-05-13 18:49:00,2011-10-30 14:19:00,True
15479,1,147.4,2009-12-06 15:08:00,2009-12-06 15:08:00,False
15480,5,6279.0,2010-02-01 14:52:00,2011-08-15 14:32:00,True
15481,1,1993.34,2010-11-03 14:52:00,2010-11-03 14:52:00,False
15482,19,14592.56,2009-12-02 16:59:00,2011-11-24 10:46:00,True
15483,10,862.1999999999999,2010-01-24 15:42:00,2011-07-01 13:07:00,True
15484,6,4656.0,2009-12-05 15:18:00,2011-12-08 15:03:00,True
15485,7,5771.51,2009-12-01 17:31:00,2011-11-09 14:31:00,True
15486,1,102.0,2010-06-30 13:15:00,2010-06-30 13:15:00,False
15487,1,231.32,2010-01-29 12:07:00,2010-01-29 12:07:00,False
15488,5,431.92,2010-05-05 13:03:00,2011-09-08 10:11:00,True
15489,8,2419.61,2010-01-15 16:58:00,2011-11-17 08:53:00,True
15490,1,217.6,2010-10-05 13:11:00,2010-10-05 13:11:00,False
15491,6,3100.09,2011-04-18 10:04:00,2011-09-05 15:56:00,True
15492,2,659.46,2011-09-26 14:02:00,2011-11-11 14:53:00,True
15493,9,4314.98,2010-02-23 11:14:00,2011-11-07 12:04:00,True
15494,5,3780.05,2009-12-10 20:16:00,2011-11-18 14:51:00,True
15495,1,246.5,2010-11-25 13:46:00,2010-11-25 13:46:00,False
15496,1,146.14000000000001,2010-03-18 13:16:00,2010-03-18 13:16:00,False
15497,9,8657.39,2009-12-18 15:08:00,2011-11-22 11:51:00,True
15498,44,26039.58,2009-12-16 17:27:00,2011-12-07 12:48:00,True
15499,1,161.6,2009-12-16 12:17:00,2009-12-16 12:17:00,False
15500,4,1131.56,2011-09-19 13:47:00,2011-12-01 13:47:00,True
15501,2,402.5,2010-10-20 12:47:00,2010-10-31 11:15:00,True
15502,14,13993.47,2010-06-03 11:12:00,2011-11-24 12:48:00,True
15503,2,267.15,2009-12-13 11:34:00,2010-12-12 10:57:00,True
15504,4,423.85,2010-02-12 12:34:00,2011-09-19 13:45:00,True
15505,5,3610.96,2011-07-07 13:33:00,2011-10-18 07:56:00,True
15506,6,2040.03,2010-08-19 12:38:00,2011-11-17 12:11:00,True
15507,1,492.36,2011-06-21 11:19:00,2011-06-21 11:19:00,False
15508,6,1000.27,2011-04-18 15:31:00,2011-06-03 15:43:00,True
15509,1,166.51,2010-11-24 14:48:00,2010-11-24 14:48:00,False
15510,1,250.0,2011-01-13 12:10:00,2011-01-13 12:10:00,False
15511,5,909.23,2011-09-15 15:05:00,2011-11-28 09:43:00,True
15512,4,331.58000000000004,2010-02-01 13:23:00,2011-07-07 10:20:00,True
15513,35,27750.55,2010-01-13 14:59:00,2011-11-06 14:36:00,True
15514,18,6598.55,2009-12-04 16:37:00,2011-11-27 14:40:00,True
15515,1,171.81,2010-11-17 13:39:00,2010-11-17 13:39:00,False
15516,3,62.43,2011-10-24 11:33:00,2011-10-26 10:51:00,True
15517,1,267.03,2011-04-20 14:02:00,2011-04-20 14:02:00,False
15518,15,4218.94,2009-12-20 12:21:00,2011-10-06 13:05:00,True
15519,2,344.61,2010-09-19 13:57:00,2010-11-21 14:35:00,True
15520,1,343.5,2011-12-08 10:58:00,2011-12-08 10:58:00,False
15521,16,7106.69,2010-01-05 10:19:00,2011-10-30 13:42:00,True
15522,2,398.84,2011-09-13 12:26:00,2011-11-07 11:26:00,True
15523,16,17359.99,2009-12-02 15:16:00,2011-09-16 16:29:00,True
15524,2,591.4,2010-04-12 09:19:00,2011-11-15 12:09:00,True
15525,4,1295.7,2010-11-22 12:10:00,2011-12-07 14:43:00,True
15526,2,148.44,2011-11-06 15:01:00,2011-11-06 15:04:00,True
15527,23,5575.64,2009-12-15 17:31:00,2011-11-21 12:17:00,True
15528,1,229.33,2011-03-30 16:14:00,2011-03-30 16:14:00,False
15529,12,5111.95,2010-11-10 14:26:00,2011-11-17 11:29:00,True
15530,5,1813.72,2010-07-15 11:10:00,2011-11-18 12:25:00,True
15531,2,2007.44,2011-11-09 17:47:00,2011-12-01 18:43:00,True
15532,10,3771.9,2010-06-08 14:52:00,2011-11-14 14:51:00,True
15533,3,807.5699999999999,2011-09-11 15:41:00,2011-11-20 15:35:00,True
15534,1,162.25,2009-12-14 12:48:00,2009-12-14 12:48:00,False
15535,6,1087.8200000000002,2010-09-16 20:04:00,2011-06-19 16:02:00,True
15536,1,259.09,2010-10-26 16:31:00,2010-10-26 16:31:00,False
15537,1,110.92,2011-06-29 13:10:00,2011-06-29 13:10:00,False
15538,6,3358.4,2010-02-14 12:38:00,2010-06-20 10:49:00,True
15539,1,538.46,2011-12-02 13:36:00,2011-12-02 13:36:00,False
15540,2,460.68,2010-11-29 11:10:00,2011-11-28 13:51:00,True
15541,1,85.13000000000001,2011-08-17 14:58:00,2011-08-17 14:58:00,False
15542,3,918.45,2009-12-02 11:53:00,2010-07-15 13:32:00,True
15543,2,242.84,2010-09-06 11:28:00,2011-02-24 15:26:00,True
15544,20,8162.43,2010-01-28 14:39:00,2011-11-30 16:43:00,True
15545,2,428.04999999999995,2010-12-03 17:28:00,2011-10-16 13:24:00,True
15546,2,1079.1000000000001,2010-04-12 11:45:00,2010-04-12 11:51:00,True
15547,26,10154.39,2009-12-06 13:40:00,2011-12-02 12:52:00,True
15548,1,158.09,2010-04-23 12:20:00,2010-04-23 12:20:00,False
15549,8,2345.96,2010-01-11 13:16:00,2011-09-23 16:22:00,True
15550,12,2218.8,2009-12-03 15:15:00,2011-12-05 15:38:00,True
15551,7,1710.08,2010-06-07 15:05:00,2011-11-03 12:37:00,True
15552,2,252.52,2010-03-26 16:17:00,2011-05-06 14:47:00,True
15553,1,437.23,2011-10-10 14:02:00,2011-10-10 14:02:00,False
15554,1,217.2,2011-03-07 09:00:00,2011-03-07 09:00:00,False
15555,36,12112.35,2009-12-06 11:58:00,2011-11-27 16:19:00,True
15556,1,279.77,2011-11-15 16:08:00,2011-11-15 16:08:00,False
15557,1,473.65000000000003,2011-11-11 12:46:00,2011-11-11 12:46:00,False
15558,1,214.13,2010-03-10 15:25:00,2010-03-10 15:25:00,False
15559,1,1109.4,2010-05-20 14:06:00,2010-05-20 14:06:00,False
15560,2,153.51999999999998,2010-11-07 10:14:00,2010-11-07 10:15:00,True
15561,8,1934.3899999999999,2010-02-14 12:22:00,2011-11-28 11:07:00,True
15562,3,673.3800000000001,2009-12-13 15:17:00,2010-12-23 09:55:00,True
15563,7,2867.0,2010-01-28 11:36:00,2011-11-17 14:50:00,True
15564,2,70.74000000000001,2010-02-01 15:58:00,2010-09-02 15:52:00,True
15565,2,173.16000000000003,2011-09-30 10:44:00,2011-10-20 14:33:00,True
15566,2,227.87,2009-12-15 14:53:00,2010-11-12 12:11:00,True
15567,1,186.01,2011-11-21 10:48:00,2011-11-21 10:48:00,False
15568,3,758.29,2011-09-27 14:37:00,2011-12-07 11:27:00,True
15569,10,3586.35,2010-02-28 10:55:00,2011-08-28 10:15:00,True
15570,25,9311.04,2010-03-28 14:04:00,2011-12-02 14:47:00,True
15571,14,4051.6299999999997,2009-12-06 12:10:00,2011-11-28 10:02:00,True
15572,10,4068.67,2010-04-14 14:38:00,2011-12-05 10:09:00,True
15573,5,1207.1799999999998,2009-12-10 14:19:00,2011-11-08 11:38:00,True
15574,6,1518.6999999999998,2010-09-01 14:37:00,2011-06-15 12:01:00,True
15575,1,30.1,2010-03-30 12:50:00,2010-03-30 12:50:00,False
15576,1,940.6700000000001,2011-11-02 12:03:00,2011-11-02 12:03:00,False
15577,5,397.98,2009-12-13 16:17:00,2011-07-11 17:03:00,True
15578,1,127.1,2011-06-30 13:03:00,2011-06-30 13:03:00,False
15579,5,1302.5,2010-10-03 14:37:00,2011-10-02 12:45:00,True
15580,8,1381.19,2010-02-07 11:21:00,2010-11-28 11:00:00,True
15581,38,7794.59,2009-12-02 12:19:00,2011-08-11 09:38:00,True
15582,3,682.9100000000001,2011-05-03 13:36:00,2011-11-15 09:55:00,True
15583,1,107.86,2010-11-28 15:04:00,2010-11-28 15:04:00,False
15584,6,1277.5,2010-02-07 12:16:00,2011-11-16 10:55:00,True
15585,1,455.3,2011-06-16 08:38:00,2011-06-16 08:38:00,False
15586,3,1139.1000000000001,2010-01-08 10:02:00,2010-04-26 11:00:00,True
15587,7,1522.08,2010-08-05 08:44:00,2011-10-20 13:37:00,True
15588,1,579.6,2010-01-31 12:19:00,2010-01-31 12:19:00,False
15589,3,478.53,2011-02-02 10:46:00,2011-03-29 09:54:00,True
15590,5,1496.6,2010-04-12 10:09:00,2010-11-22 14:49:00,True
15591,3,217.9,2010-02-04 09:20:00,2010-05-06 09:23:00,True
15592,1,388.58,2011-10-24 08:59:00,2011-10-24 08:59:00,False
15593,1,199.8,2011-09-30 11:46:00,2011-09-30 11:46:00,False
15594,5,1771.78,2011-04-19 10:08:00,2011-11-24 08:53:00,True
15595,1,357.6,2010-08-09 12:27:00,2010-08-09 12:27:00,False
15596,9,3130.04,2010-07-28 11:46:00,2011-08-31 10:55:00,True
15597,2,563.37,2010-05-13 13:10:00,2011-11-04 13:26:00,True
15598,2,548.02,2010-10-08 09:20:00,2011-10-17 16:04:00,True
15599,3,1250.06,2010-09-20 10:15:00,2011-11-13 11:44:00,True
15600,4,1199.31,2010-04-25 11:50:00,2010-10-07 14:30:00,True
15601,30,14960.12,2009-12-01 14:53:00,2011-11-28 15:15:00,True
15602,16,3230.51,2009-12-02 09:35:00,2011-12-01 14:14:00,True
15603,2,88.48,2010-03-01 16:02:00,2011-09-22 10:04:00,True
15604,1,216.39,2011-10-18 14:47:00,2011-10-18 14:47:00,False
15605,9,1936.8000000000002,2010-01-14 14:03:00,2011-11-03 14:17:00,True
15606,17,5230.99,2010-03-02 14:48:00,2011-10-09 15:47:00,True
15607,9,1708.97,2010-01-08 12:16:00,2011-01-07 12:44:00,True
15608,5,1785.98,2010-10-20 10:10:00,2011-11-11 13:20:00,True
15609,1,298.48,2011-06-08 13:00:00,2011-06-08 13:00:00,False
15610,1,112.46000000000001,2011-10-19 10:36:00,2011-10-19 10:36:00,False
15611,26,2997.28,2010-01-25 14:50:00,2011-11-30 12:36:00,True
15612,2,195.15,2011-10-09 12:49:00,2011-11-03 14:52:00,True
15613,1,433.71999999999997,2010-04-08 12:51:00,2010-04-08 12:51:00,False
15614,4,3147.36,2010-03-23 11:13:00,2010-09-28 10:46:00,True
15615,47,21373.97,2009-12-02 15:28:00,2011-11-29 14:42:00,True
15616,1,317.11,2010-09-27 13:10:00,2010-09-27 13:10:00,False
15617,3,828.55,2010-07-20 13:16:00,2010-11-08 16:07:00,True
15618,4,776.851,2011-07-26 10:13:00,2011-11-07 08:34:00,True
15619,1,336.40000000000003,2011-11-29 08:14:00,2011-11-29 08:14:00,False
15620,4,1942.36,2010-10-26 11:32:00,2011-10-14 12:41:00,True
15621,4,1293.03,2011-11-18 11:49:00,2011-12-05 14:01:00,True
15622,17,7852.61,2010-03-04 10:29:00,2011-10-27 16:44:00,True
15623,8,2437.05,2009-12-10 14:46:00,2011-07-21 17:26:00,True
15624,4,588.13,2011-03-28 13:32:00,2011-08-15 11:38:00,True
15625,9,3236.3999999999996,2010-06-15 15:23:00,2011-08-28 10:21:00,True
15626,3,1067.52,2010-10-14 17:16:00,2011-09-26 10:03:00,True
15627,2,566.9000000000001,2010-07-05 11:56:00,2010-09-08 14:14:00,True
15628,17,5652.26,2009-12-13 13:39:00,2011-12-05 10:24:00,True
15629,4,2240.9,2010-06-25 11:39:00,2010-09-15 13:46:00,True
15630,3,1481.4,2010-03-05 14:30:00,2011-10-25 15:36:00,True
15631,1,596.67,2010-03-07 14:52:00,2010-03-07 14:52:00,False
15632,8,3285.31,2011-03-10 08:29:00,2011-11-24 09:51:00,True
15633,13,4352.46,2009-12-08 17:51:00,2010-07-18 13:54:00,True
15634,2,554.6500000000001,2010-11-21 15:30:00,2011-11-22 16:28:00,True
15635,1,100.35,2010-11-09 08:58:00,2010-11-09 08:58:00,False
15636,4,1444.58,2010-05-19 11:37:00,2011-09-11 11:17:00,True
15637,5,797.59,2009-12-15 17:54:00,2011-10-18 08:28:00,True
15638,6,2265.2,2010-04-08 14:37:00,2010-11-26 11:52:00,True
15639,3,1065.08,2010-04-13 13:11:00,2011-07-28 14:30:00,True
15640,29,23957.58,2009-12-14 16:36:00,2011-12-05 14:35:00,True
15641,12,5345.55,2009-12-06 15:31:00,2011-08-26 14:04:00,True
15642,1,105.78000000000002,2009-12-10 11:51:00,2009-12-10 11:51:00,False
15643,3,664.0,2011-03-02 14:34:00,2011-06-01 07:38:00,True
15644,4,813.0,2011-03-23 15:37:00,2011-06-26 14:54:00,True
15645,3,1055.17,2010-10-10 12:51:00,2011-11-21 11:55:00,True
15646,5,974.61,2010-10-25 13:06:00,2011-07-05 09:53:00,True
15647,1,169.0,2010-10-20 15:09:00,2010-10-20 15:09:00,False
15648,2,657.35,2011-03-17 18:59:00,2011-05-19 15:53:00,True
15649,4,2170.35,2010-11-17 16:22:00,2011-01-07 13:34:00,True
15650,2,553.88,2010-03-21 11:46:00,2010-07-06 10:41:00,True
15651,5,1259.06,2010-04-22 13:26:00,2011-11-03 08:41:00,True
15652,5,1420.34,2010-08-11 16:58:00,2011-09-09 14:22:00,True
15653,2,877.4399999999999,2011-08-16 09:50:00,2011-09-08 10:49:00,True
15654,2,922.53,2011-11-13 15:15:00,2011-11-30 13:08:00,True
15655,1,560.67,2011-04-10 15:25:00,2011-04-10 15:25:00,False
15656,4,748.5,2011-02-28 15:32:00,2011-10-25 14:56:00,True
15657,1,30.0,2011-11-17 12:19:00,2011-11-17 12:19:00,False
15658,8,2423.47,2009-12-03 11:19:00,2011-06-02 15:22:00,True
15659,3,532.49,2010-02-24 13:32:00,2011-10-27 09:23:00,True
15660,15,2812.99,2010-02-05 16:01:00,2011-11-14 16:58:00,True
15661,8,1215.9499999999998,2010-05-10 07:59:00,2011-01-26 13:56:00,True
15662,2,283.73,2009-12-01 13:49:00,2010-02-16 16:47:00,True
15663,1,138.14,2011-08-25 15:50:00,2011-08-25 15:50:00,False
15664,4,1254.03,2010-02-28 12:50:00,2011-10-20 10:57:00,True
15665,5,4015.12,2010-03-14 15:07:00,2011-06-24 14:57:00,True
15666,2,632.94,2010-08-01 15:41:00,2010-08-24 16:14:00,True
15667,1,301.32,2011-10-31 10:56:00,2011-10-31 10:56:00,False
15668,1,76.32000000000001,2011-05-06 10:39:00,2011-05-06 10:39:00,False
15669,4,684.34,2011-03-21 09:13:00,2011-10-30 16:03:00,True
15670,2,325.20000000000005,2010-06-01 15:34:00,2011-02-16 10:50:00,True
15671,7,2657.13,2011-03-14 09:37:00,2011-11-21 12:43:00,True
15672,1,45.300000000000004,2009-12-14 16:52:00,2009-12-14 16:52:00,False
15673,9,6414.79,2010-02-22 14:28:00,2011-09-12 16:12:00,True
15674,13,6948.23,2009-12-08 17:08:00,2011-09-27 15:17:00,True
15675,4,542.04,2010-10-31 14:14:00,2011-09-19 13:48:00,True
15676,3,3435.76,2011-03-01 10:19:00,2011-11-21 12:40:00,True
15677,3,1305.63,2010-09-02 12:08:00,2011-10-21 15:36:00,True
15678,3,1893.89,2010-07-05 12:49:00,2011-10-18 09:25:00,True
15679,4,781.28,2011-06-10 08:24:00,2011-11-15 16:19:00,True
15680,10,4507.58,2009-12-02 12:15:00,2011-11-30 13:46:00,True
15681,14,2989.7,2010-05-24 14:18:00,2011-11-14 16:30:00,True
15682,2,318.24,2010-01-21 14:37:00,2010-04-19 15:30:00,True
15683,2,524.54,2010-08-23 12:01:00,2011-08-14 12:56:00,True
15684,3,173.95,2009-12-04 16:13:00,2010-06-10 18:51:00,True
15685,1,55.980000000000004,2010-09-15 13:43:00,2010-09-15 13:43:00,False
15686,1,90.0,2010-10-15 13:50:00,2010-10-15 13:50:00,False
15687,9,2993.1,2011-01-13 15:13:00,2011-12-01 08:33:00,True
15688,1,190.57,2010-10-17 12:06:00,2010-10-17 12:06:00,False
15689,3,521.03,2010-04-01 09:53:00,2011-08-12 09:37:00,True
15690,2,239.76,2011-08-31 11:40:00,2011-12-05 15:59:00,True
15691,4,571.3,2009-12-06 16:01:00,2011-04-01 15:13:00,True
15692,1,191.04,2011-11-11 14:12:00,2011-11-11 14:12:00,False
15693,1,37.5,2010-02-18 14:37:00,2010-02-18 14:37:00,False
15694,24,10810.81,2009-12-07 15:43:00,2011-12-09 09:44:00,True
15695,4,1131.04,2010-01-27 10:56:00,2011-03-18 08:32:00,True
15696,13,3906.5699999999997,2010-01-24 14:36:00,2011-11-06 14:02:00,True
15697,1,246.75,2010-01-19 09:10:00,2010-01-19 09:10:00,False
15698,1,46.2,2010-03-25 17:38:00,2010-03-25 17:38:00,False
15699,1,309.65,2011-11-22 08:26:00,2011-11-22 08:26:00,False
15700,2,696.68,2011-06-19 15:36:00,2011-06-20 16:53:00,True
15701,4,1542.1399999999999,2011-08-21 12:36:00,2011-12-07 14:39:00,True
15702,2,140.39000000000001,2010-01-26 17:23:00,2010-08-20 14:50:00,True
15703,1,211.5,2011-03-20 10:51:00,2011-03-20 10:51:00,False
15704,6,3817.96,2010-05-05 14:51:00,2011-07-22 13:35:00,True
15705,1,143.1,2011-05-22 15:37:00,2011-05-22 15:37:00,False
15706,4,1060.56,2011-08-15 14:32:00,2011-10-07 10:09:00,True
15707,4,945.5799999999999,2011-09-14 14:19:00,2011-11-04 14:35:00,True
15708,9,4378.72,2010-10-10 11:33:00,2011-10-30 10:54:00,True
15709,2,327.85,2010-04-29 18:31:00,2011-03-01 10:38:00,True
15710,1,898.87,2010-10-18 17:05:00,2010-10-18 17:05:00,False
15711,2,420.25,2010-01-24 12:13:00,2010-06-01 12:14:00,True
15712,12,3472.4100000000003,2009-12-01 11:17:00,2011-11-30 14:09:00,True
15713,4,1010.79,2009-12-16 09:41:00,2011-07-19 13:34:00,True
15714,5,784.8100000000001,2010-06-02 12:08:00,2011-11-28 11:26:00,True
15715,5,658.02,2010-03-30 12:17:00,2010-06-02 09:56:00,True
15716,11,3056.8100000000004,2009-12-07 12:42:00,2011-07-17 11:59:00,True
15717,5,607.0,2010-04-26 10:41:00,2011-04-19 13:21:00,True
15718,1,293.79,2010-06-17 16:20:00,2010-06-17 16:20:00,False
15719,31,10223.06,2009-12-01 12:47:00,2011-11-07 12:29:00,True
15720,2,741.9200000000001,2010-06-07 15:40:00,2011-11-15 14:48:00,True
15721,1,507.08,2011-11-28 12:14:00,2011-11-28 12:14:00,False
15722,11,5258.1,2010-03-09 15:05:00,2011-11-04 11:43:00,True
15723,4,947.65,2010-05-14 12:55:00,2010-12-10 11:12:00,True
15724,3,310.85,2010-11-04 10:22:00,2011-05-22 14:40:00,True
15725,1,415.25,2011-11-24 14:51:00,2011-11-24 14:51:00,False
15726,1,321.91,2010-11-14 16:12:00,2010-11-14 16:12:00,False
15727,15,9445.51,2010-01-24 12:12:00,2011-11-23 12:36:00,True
15728,2,544.6,2010-09-21 14:46:00,2010-11-25 10:39:00,True
15729,3,192.55,2010-11-01 13:44:00,2011-05-11 12:36:00,True
15730,5,1726.58,2010-10-04 14:15:00,2011-10-05 12:31:00,True
15731,1,125.3,2010-06-04 10:10:00,2010-06-04 10:10:00,False
15732,10,1682.07,2010-02-04 10:10:00,2011-05-11 14:24:00,True
15733,1,162.3,2011-03-02 09:05:00,2011-03-02 09:05:00,False
15734,4,2263.3,2010-06-10 14:25:00,2011-08-17 10:50:00,True
15735,1,327.68,2010-10-14 13:38:00,2010-10-14 13:38:00,False
15736,2,1815.72,2010-09-30 14:19:00,2010-09-30 14:20:00,True
15737,8,1205.1200000000001,2011-04-11 10:01:00,2011-11-25 11:21:00,True
15738,41,13372.970000000001,2009-12-10 15:52:00,2011-11-21 08:26:00,True
15739,1,449.12,2011-10-04 13:42:00,2011-10-04 13:42:00,False
15740,1,154.88,2011-10-21 14:29:00,2011-10-21 14:29:00,False
15741,2,208.62,2010-03-31 11:55:00,2010-09-07 16:21:00,True
15742,1,156.87,2010-03-30 15:25:00,2010-03-30 15:25:00,False
15743,4,784.46,2011-06-08 10:14:00,2011-11-23 17:19:00,True
15744,1,34.8,2011-09-23 09:52:00,2011-09-23 09:52:00,False
15745,4,1094.5900000000001,2011-04-17 13:04:00,2011-11-20 13:45:00,True
15746,1,196.88,2011-07-28 15:21:00,2011-07-28 15:21:00,False
15747,9,2562.61,2010-01-18 11:21:00,2011-11-27 12:26:00,True
15748,3,614.76,2010-09-16 16:52:00,2011-10-30 12:51:00,True
15749,3,44534.3,2011-01-11 12:55:00,2011-04-18 13:20:00,True
15750,18,6797.191,2009-12-01 17:19:00,2011-12-07 12:34:00,True
15751,11,1380.44,2009-12-06 13:08:00,2010-09-05 12:44:00,True
15752,9,4207.54,2010-09-08 11:56:00,2011-10-31 11:37:00,True
15753,1,79.2,2011-02-08 12:41:00,2011-02-08 12:41:00,False
15754,9,3037.61,2010-02-22 13:31:00,2011-10-19 14:40:00,True
15755,17,5993.12,2009-12-04 08:24:00,2011-11-29 14:57:00,True
15756,4,532.96,2011-04-04 14:00:00,2011-10-09 13:30:00,True
15757,6,2940.36,2010-06-10 13:47:00,2011-10-05 12:14:00,True
15758,1,205.25,2011-11-15 10:48:00,2011-11-15 10:48:00,False
15759,7,830.9300000000001,2009-12-02 10:08:00,2011-05-05 15:13:00,True
15760,2,13916.34,2010-03-19 11:35:00,2010-03-19 11:45:00,True
15761,1,143.05,2010-09-23 09:33:00,2010-09-23 09:33:00,False
15762,2,583.75,2011-09-23 15:17:00,2011-10-05 16:15:00,True
15763,2,1086.92,2011-09-23 12:10:00,2011-11-08 09:44:00,True
15764,8,4503.08,2010-08-18 13:58:00,2011-09-12 17:58:00,True
15765,1,370.63,2010-02-11 10:25:00,2010-02-11 10:25:00,False
15766,3,831.06,2010-01-26 15:55:00,2011-10-06 17:03:00,True
15768,34,15601.09,2009-12-03 12:10:00,2011-08-16 10:48:00,True
15769,46,88704.32,2009-12-11 09:58:00,2011-12-02 13:52:00,True
15770,1,321.45,2010-04-06 11:47:00,2010-04-06 11:47:00,False
15771,3,1006.54,2010-01-15 12:14:00,2010-04-14 13:56:00,True
15772,1,280.88,2010-10-17 13:33:00,2010-10-17 13:33:00,False
15773,2,774.5200000000001,2010-10-26 15:27:00,2011-12-04 12:48:00,True
15774,6,1329.94,2010-02-21 12:57:00,2011-10-02 12:04:00,True
15775,2,150.5,2010-03-18 07:32:00,2011-04-08 12:56:00,True
15776,1,241.62,2011-07-29 13:46:00,2011-07-29 13:46:00,False
15777,7,1762.61,2010-05-20 10:37:00,2011-04-12 16:43:00,True
15778,1,307.95,2010-10-04 15:10:00,2010-10-04 15:10:00,False
15779,2,124.08,2010-06-25 15:55:00,2010-09-02 16:40:00,True
15780,3,475.28000000000003,2010-12-17 11:43:00,2011-06-09 12:01:00,True
15781,3,345.46000000000004,2011-02-07 09:15:00,2011-11-14 14:57:00,True
15782,4,4014.1,2010-10-05 15:43:00,2011-11-30 10:49:00,True
15783,1,246.3,2011-11-29 09:50:00,2011-11-29 09:50:00,False
15784,2,848.3299999999999,2010-02-05 14:42:00,2010-08-29 10:38:00,True
15785,16,5969.93,2009-12-15 16:28:00,2011-11-07 11:33:00,True
15786,5,8514.82,2010-06-21 10:13:00,2011-10-24 14:13:00,True
15787,3,948.0500000000001,2011-10-09 13:11:00,2011-11-13 14:55:00,True
15788,1,221.82999999999998,2010-07-19 12:48:00,2010-07-19 12:48:00,False
15789,6,1962.01,2010-03-26 11:21:00,2010-12-16 14:35:00,True
15790,1,220.85,2011-11-29 14:53:00,2011-11-29 14:53:00,False
15791,5,3608.34,2010-03-08 09:41:00,2011-10-27 10:14:00,True
15792,2,933.84,2010-03-31 09:42:00,2010-11-05 08:21:00,True
15793,8,2399.57,2009-12-01 12:54:00,2011-11-25 09:31:00,True
15794,2,777.0,2009-12-02 15:10:00,2009-12-03 13:04:00,True
15795,8,1979.87,2010-01-18 11:31:00,2011-07-13 10:43:00,True
15796,17,5175.83,2010-03-31 13:10:00,2011-12-08 19:55:00,True
15797,6,2821.08,2010-01-27 13:12:00,2011-08-18 17:04:00,True
15798,3,1535.37,2010-01-27 11:55:00,2010-08-04 09:13:00,True
15799,4,1424.29,2010-10-17 14:26:00,2011-09-25 12:46:00,True
15800,7,1242.58,2010-03-31 13:17:00,2011-08-24 14:23:00,True
15801,3,1063.95,2011-08-22 09:53:00,2011-10-24 13:52:00,True
15802,1,451.42,2011-07-20 11:38:00,2011-07-20 11:38:00,False
15803,4,1929.6599999999999,2010-02-01 16:29:00,2011-10-19 14:56:00,True
15804,13,4206.39,2011-05-25 10:12:00,2011-12-09 12:31:00,True
15805,30,10189.23,2009-12-10 12:57:00,2011-11-16 16:32:00,True
15806,3,784.58,2011-03-08 09:24:00,2011-10-24 14:35:00,True
15807,5,1817.52,2010-02-11 15:32:00,2011-10-20 14:10:00,True
15808,21,18409.93,2009-12-01 16:30:00,2011-02-06 14:33:00,True
15809,7,1274.44,2010-06-22 14:23:00,2011-11-03 16:40:00,True
15810,8,2999.04,2010-02-04 18:18:00,2011-09-22 09:38:00,True
15811,7,3890.52,2010-11-16 16:46:00,2011-11-17 15:31:00,True
15812,12,5201.47,2009-12-15 13:40:00,2011-08-24 14:19:00,True
15813,2,1303.9099999999999,2011-04-14 09:09:00,2011-05-16 08:13:00,True
15814,6,2634.44,2010-04-15 14:31:00,2011-11-23 08:17:00,True
15815,5,2100.6,2011-03-25 08:43:00,2011-10-07 12:42:00,True
15816,2,144.14999999999998,2010-06-15 12:54:00,2010-06-15 13:36:00,True
15817,3,2766.3999999999996,2010-06-14 13:31:00,2010-10-15 11:07:00,True
15818,1,340.5,2010-04-30 12:58:00,2010-04-30 12:58:00,False
15819,10,3934.79,2010-03-18 11:08:00,2011-10-21 14:50:00,True
15820,1,206.98,2011-01-24 12:00:00,2011-01-24 12:00:00,False
15821,2,570.96,2011-10-09 13:28:00,2011-10-26 15:48:00,True
15822,6,1840.06,2009-12-06 15:12:00,2011-12-06 14:50:00,True
15823,3,3897.17,2009-12-08 15:12:00,2010-12-02 15:08:00,True
15824,2,890.94,2010-06-25 15:10:00,2010-09-12 13:20:00,True
15825,1,532.94,2011-06-20 13:27:00,2011-06-20 13:27:00,False
15826,4,2598.28,2010-05-20 17:00:00,2011-10-14 16:05:00,True
15827,28,3794.07,2010-01-08 11:25:00,2011-09-27 15:35:00,True
15828,1,1108.82,2010-11-29 16:41:00,2010-11-29 16:41:00,False
15829,2,636.14,2011-07-22 10:23:00,2011-09-01 16:45:00,True
15830,1,576.0,2011-11-02 10:40:00,2011-11-02 10:40:00,False
15831,3,801.76,2011-01-19 14:52:00,2011-10-12 13:14:00,True
15832,1,836.79,2011-03-30 15:29:00,2011-03-30 15:29:00,False
15833,1,80.4,2009-12-02 11:59:00,2009-12-02 11:59:00,False
