invoice,invoicedate,customerid,items,qty,revenue,country,month,order_month,cohort_month,month_index
523003,2010-09-19 16:14:00,16264,36,434,557.48,United Kingdom,2010-09-01,2010-09,2010-09,0
523004,2010-09-19 16:18:00,13451,61,315,422.56,United Kingdom,2010-09-01,2010-09,2010-03,6
523005,2010-09-19 16:20:00,12748,38,145,387.25,United Kingdom,2010-09-01,2010-09,2009-12,9
523006,2010-09-19 16:22:00,15870,22,74,161.49,United Kingdom,2010-09-01,2010-09,2010-09,0
523007,2010-09-19 16:27:00,15870,36,63,208.75,United Kingdom,2010-09-01,2010-09,2010-09,0
523008,2010-09-20 08:59:00,17675,15,210,363.9,United Kingdom,2010-09-01,2010-09,2009-12,9
523009,2010-09-20 10:01:00,13881,6,480,872.48,United Kingdom,2010-09-01,2010-09,2010-03,6
523010,2010-09-20 10:05:00,13881,24,1976,3000.7200000000003,United Kingdom,2010-09-01,2010-09,2010-03,6
523011,2010-09-20 10:07:00,13881,29,2300,3013.02,United Kingdom,2010-09-01,2010-09,2010-03,6
523012,2010-09-20 10:08:00,17163,20,381,265.44,United Kingdom,2010-09-01,2010-09,2010-02,7
523013,2010-09-20 10:15:00,15599,31,380,488.32,United Kingdom,2010-09-01,2010-09,2010-09,0
523015,2010-09-20 10:23:00,15462,30,323,502.45,United Kingdom,2010-09-01,2010-09,2010-09,0
523016,2010-09-20 10:28:00,13889,12,125,309.75,United Kingdom,2010-09-01,2010-09,2010-01,8
523017,2010-09-20 11:21:00,12524,36,496,1047.6100000000001,Germany,2010-09-01,2010-09,2010-02,7
523018,2010-09-20 11:22:00,12524,1,60,126.0,Germany,2010-09-01,2010-09,2010-02,7
523019,2010-09-20 11:24:00,17811,38,195,233.54999999999998,United Kingdom,2010-09-01,2010-09,2010-09,0
523020,2010-09-20 11:40:00,13702,5,74,135.18,United Kingdom,2010-09-01,2010-09,2010-09,0
523021,2010-09-20 11:40:00,18225,24,393,571.58,United Kingdom,2010-09-01,2010-09,2009-12,9
523022,2010-09-20 11:42:00,12437,11,99,180.82999999999998,France,2010-09-01,2010-09,2009-12,9
523023,2010-09-20 11:45:00,17716,56,716,1331.18,United Kingdom,2010-09-01,2010-09,2009-12,9
523033,2010-09-20 11:48:00,14212,12,894,1119.6599999999999,United Kingdom,2010-09-01,2010-09,2010-09,0
523059,2010-09-20 12:01:00,14156,33,382,664.82,EIRE,2010-09-01,2010-09,2009-12,9
523062,2010-09-20 12:02:00,14156,44,446,887.8,EIRE,2010-09-01,2010-09,2009-12,9
523065,2010-09-20 12:05:00,16919,28,102,238.2,United Kingdom,2010-09-01,2010-09,2010-08,1
523082,2010-09-20 12:15:00,14911,17,226,570.14,EIRE,2010-09-01,2010-09,2009-12,9
523097,2010-09-20 12:21:00,17055,30,87,239.55,United Kingdom,2010-09-01,2010-09,2010-09,0
523106,2010-09-20 12:26:00,12850,2,200,330.0,United Kingdom,2010-09-01,2010-09,2010-09,0
523108,2010-09-20 12:27:00,16919,1,1,12.75,United Kingdom,2010-09-01,2010-09,2010-08,1
523114,2010-09-20 12:34:00,17268,1,144,122.39999999999999,United Kingdom,2010-09-01,2010-09,2009-12,9
523115,2010-09-20 12:41:00,12388,20,273,658.83,Australia,2010-09-01,2010-09,2010-05,4
523116,2010-09-20 12:49:00,16125,31,78,278.7,United Kingdom,2010-09-01,2010-09,2009-12,9
523117,2010-09-20 12:53:00,16316,18,147,533.0500000000001,United Kingdom,2010-09-01,2010-09,2010-08,1
523118,2010-09-20 12:54:00,17338,62,264,592.87,United Kingdom,2010-09-01,2010-09,2010-03,6
523120,2010-09-20 13:08:00,15803,18,448,508.91999999999996,United Kingdom,2010-09-01,2010-09,2010-02,7
523121,2010-09-20 13:08:00,12993,5,132,99.72,United Kingdom,2010-09-01,2010-09,2010-02,7
523122,2010-09-20 13:09:00,12993,18,136,308.7,United Kingdom,2010-09-01,2010-09,2010-02,7
523123,2010-09-20 13:23:00,14794,6,20,368.8,United Kingdom,2010-09-01,2010-09,2010-08,1
523124,2010-09-20 13:26:00,18251,4,2232,1439.04,United Kingdom,2010-09-01,2010-09,2009-12,9
523125,2010-09-20 13:35:00,14291,27,343,375.81,United Kingdom,2010-09-01,2010-09,2009-12,9
523126,2010-09-20 13:37:00,14291,10,139,206.24,United Kingdom,2010-09-01,2010-09,2009-12,9
523127,2010-09-20 13:41:00,17259,15,84,136.4,United Kingdom,2010-09-01,2010-09,2010-02,7
523128,2010-09-20 13:41:00,18097,8,228,476.76,United Kingdom,2010-09-01,2010-09,2009-12,9
523129,2010-09-20 13:44:00,17841,88,236,304.53000000000003,United Kingdom,2010-09-01,2010-09,2009-12,9
523130,2010-09-20 13:47:00,17259,14,70,139.24,United Kingdom,2010-09-01,2010-09,2010-02,7
523131,2010-09-20 13:57:00,18242,11,206,312.42,United Kingdom,2010-09-01,2010-09,2010-01,8
523132,2010-09-20 14:02:00,17167,43,119,257.69,United Kingdom,2010-09-01,2010-09,2010-09,0
523133,2010-09-20 14:04:00,16168,3,72,129.0,United Kingdom,2010-09-01,2010-09,2009-12,9
523134,2010-09-20 14:06:00,16210,7,208,537.64,United Kingdom,2010-09-01,2010-09,2009-12,9
523135,2010-09-20 14:08:00,13316,10,784,1377.12,United Kingdom,2010-09-01,2010-09,2010-03,6
523136,2010-09-20 14:14:00,14735,1,8,61.2,United Kingdom,2010-09-01,2010-09,2009-12,9
523137,2010-09-20 14:14:00,17785,22,92,156.19,United Kingdom,2010-09-01,2010-09,2010-05,4
523141,2010-09-20 14:32:00,14482,4,300,515.0,United Kingdom,2010-09-01,2010-09,2010-08,1
523144,2010-09-20 14:38:00,13431,27,285,581.59,United Kingdom,2010-09-01,2010-09,2010-02,7
523145,2010-09-20 14:39:00,13431,4,76,137.4,United Kingdom,2010-09-01,2010-09,2010-02,7
523146,2010-09-20 14:39:00,12455,18,291,483.14,Cyprus,2010-09-01,2010-09,2009-12,9
523149,2010-09-20 14:49:00,17585,60,196,240.64,United Kingdom,2010-09-01,2010-09,2010-08,1
523152,2010-09-20 15:00:00,16986,3,90,172.5,United Kingdom,2010-09-01,2010-09,2010-02,7
523155,2010-09-20 15:03:00,14668,12,49,111.63,United Kingdom,2010-09-01,2010-09,2010-09,0
523156,2010-09-20 15:12:00,13599,26,494,595.06,United Kingdom,2010-09-01,2010-09,2009-12,9
523157,2010-09-20 15:14:00,13599,10,148,381.40000000000003,United Kingdom,2010-09-01,2010-09,2009-12,9
523161,2010-09-20 15:24:00,14146,77,1028,1559.33,United Kingdom,2010-09-01,2010-09,2010-01,8
523162,2010-09-20 15:27:00,14146,6,51,120.05,United Kingdom,2010-09-01,2010-09,2010-01,8
523163,2010-09-20 15:31:00,12417,17,100,284.8,Belgium,2010-09-01,2010-09,2009-12,9
523164,2010-09-20 15:31:00,18172,14,178,362.28,United Kingdom,2010-09-01,2010-09,2009-12,9
523165,2010-09-20 15:32:00,17834,41,338,412.68,United Kingdom,2010-09-01,2010-09,2010-09,0
523166,2010-09-20 15:33:00,17940,1,2004,3707.4,United Kingdom,2010-09-01,2010-09,2009-12,9
523167,2010-09-20 15:33:00,18172,4,54,78.60000000000001,United Kingdom,2010-09-01,2010-09,2009-12,9
523168,2010-09-20 15:37:00,17949,3,49,108.60000000000001,United Kingdom,2010-09-01,2010-09,2009-12,9
523170,2010-09-20 15:48:00,18220,4,196,392.68,United Kingdom,2010-09-01,2010-09,2009-12,9
523172,2010-09-20 15:54:00,14114,7,90,122.10000000000001,United Kingdom,2010-09-01,2010-09,2010-04,5
523176,2010-09-20 16:18:00,17284,1,1,229.46,United Kingdom,2010-09-01,2010-09,2010-09,0
523179,2010-09-20 16:22:00,12910,14,536,775.2,United Kingdom,2010-09-01,2010-09,2010-03,6
523180,2010-09-20 16:23:00,12910,7,160,106.72,United Kingdom,2010-09-01,2010-09,2010-03,6
523182,2010-09-20 16:30:00,14906,1,1,68.44,United Kingdom,2010-09-01,2010-09,2010-09,0
523186,2010-09-20 16:39:00,12643,2,81,222.0,France,2010-09-01,2010-09,2010-04,5
523188,2010-09-20 16:48:00,15722,28,366,759.58,United Kingdom,2010-09-01,2010-09,2010-03,6
523192,2010-09-20 17:32:00,15167,40,133,220.1,United Kingdom,2010-09-01,2010-09,2010-02,7
523194,2010-09-21 08:12:00,13375,34,682,1013.58,United Kingdom,2010-09-01,2010-09,2010-09,0
523195,2010-09-21 08:25:00,13802,24,1106,1676.3600000000001,United Kingdom,2010-09-01,2010-09,2010-02,7
523196,2010-09-21 08:49:00,17726,9,61,165.65,United Kingdom,2010-09-01,2010-09,2010-01,8
523197,2010-09-21 09:14:00,15473,3,104,274.8,United Kingdom,2010-09-01,2010-09,2010-09,0
523198,2010-09-21 09:17:00,14227,33,271,581.45,United Kingdom,2010-09-01,2010-09,2010-02,7
523199,2010-09-21 09:19:00,16133,13,246,485.44,United Kingdom,2010-09-01,2010-09,2010-03,6
523200,2010-09-21 09:26:00,14676,50,3281,3231.27,United Kingdom,2010-09-01,2010-09,2010-03,6
523201,2010-09-21 09:47:00,16156,13,149,266.64,United Kingdom,2010-09-01,2010-09,2009-12,9
523202,2010-09-21 09:48:00,16156,12,199,407.88,United Kingdom,2010-09-01,2010-09,2009-12,9
523203,2010-09-21 09:50:00,14152,22,268,388.68,United Kingdom,2010-09-01,2010-09,2010-02,7
523204,2010-09-21 10:10:00,17226,5,84,81.0,United Kingdom,2010-09-01,2010-09,2010-02,7
523205,2010-09-21 10:11:00,16586,14,186,670.78,United Kingdom,2010-09-01,2010-09,2010-03,6
523206,2010-09-21 10:27:00,13689,3,210,349.5,United Kingdom,2010-09-01,2010-09,2010-09,0
523207,2010-09-21 10:30:00,14852,17,322,396.46,United Kingdom,2010-09-01,2010-09,2010-03,6
523208,2010-09-21 10:45:00,17381,3,1512,1602.72,United Kingdom,2010-09-01,2010-09,2010-06,3
523211,2010-09-21 10:46:00,16465,33,349,456.64,United Kingdom,2010-09-01,2010-09,2010-09,0
523213,2010-09-21 10:47:00,16945,33,364,672.59,United Kingdom,2010-09-01,2010-09,2009-12,9
523215,2010-09-21 10:47:00,12841,22,117,188.18,United Kingdom,2010-09-01,2010-09,2010-07,2
523229,2010-09-21 10:55:00,17381,3,644,377.15999999999997,United Kingdom,2010-09-01,2010-09,2010-06,3
523277,2010-09-21 11:36:00,16145,21,240,312.08000000000004,United Kingdom,2010-09-01,2010-09,2010-05,4
523282,2010-09-21 11:50:00,17287,35,276,331.13,United Kingdom,2010-09-01,2010-09,2009-12,9
523283,2010-09-21 12:02:00,13799,13,218,294.54,United Kingdom,2010-09-01,2010-09,2010-03,6
523285,2010-09-21 12:06:00,12931,1,608,881.6,United Kingdom,2010-09-01,2010-09,2009-12,9
523286,2010-09-21 12:07:00,14716,45,148,235.77,United Kingdom,2010-09-01,2010-09,2010-09,0
523289,2010-09-21 12:17:00,18287,19,496,862.0,United Kingdom,2010-09-01,2010-09,2010-05,4
523290,2010-09-21 12:19:00,18287,2,12,30.599999999999998,United Kingdom,2010-09-01,2010-09,2010-05,4
523291,2010-09-21 12:22:00,14534,61,180,452.38,United Kingdom,2010-09-01,2010-09,2010-03,6
523297,2010-09-21 12:30:00,15838,3,500,885.0,United Kingdom,2010-09-01,2010-09,2009-12,9
523298,2010-09-21 12:31:00,17480,25,255,390.21,United Kingdom,2010-09-01,2010-09,2010-09,0
523300,2010-09-21 12:36:00,12748,26,90,114.97,United Kingdom,2010-09-01,2010-09,2009-12,9
523301,2010-09-21 12:37:00,16493,7,187,174.25,United Kingdom,2010-09-01,2010-09,2010-03,6
523302,2010-09-21 12:43:00,14911,42,509,759.17,EIRE,2010-09-01,2010-09,2009-12,9
523304,2010-09-21 12:46:00,14688,22,152,138.35,United Kingdom,2010-09-01,2010-09,2010-09,0
523305,2010-09-21 12:49:00,12751,62,189,268.27,Brazil,2010-09-01,2010-09,2010-09,0
523306,2010-09-21 12:54:00,14911,1,12,25.200000000000003,EIRE,2010-09-01,2010-09,2009-12,9
523307,2010-09-21 12:56:00,17017,42,1002,1001.47,United Kingdom,2010-09-01,2010-09,2009-12,9
523308,2010-09-21 13:06:00,14156,40,768,1234.02,EIRE,2010-09-01,2010-09,2009-12,9
523309,2010-09-21 13:08:00,14156,1,10,19.5,EIRE,2010-09-01,2010-09,2009-12,9
523310,2010-09-21 13:13:00,15311,4,152,132.36,United Kingdom,2010-09-01,2010-09,2009-12,9
523312,2010-09-21 13:16:00,15041,40,93,113.67,United Kingdom,2010-09-01,2010-09,2010-09,0
523313,2010-09-21 13:21:00,14936,57,1077,1735.4099999999999,Channel Islands,2010-09-01,2010-09,2010-05,4
523314,2010-09-21 13:24:00,14224,26,51,121.53,United Kingdom,2010-09-01,2010-09,2010-06,3
523315,2010-09-21 13:26:00,15032,9,1200,1980.0,United Kingdom,2010-09-01,2010-09,2009-12,9
523316,2010-09-21 13:26:00,17406,15,103,300.45000000000005,United Kingdom,2010-09-01,2010-09,2009-12,9
523319,2010-09-21 13:37:00,16511,43,96,232.83,United Kingdom,2010-09-01,2010-09,2010-03,6
523320,2010-09-21 13:39:00,14169,57,170,479.23,United Kingdom,2010-09-01,2010-09,2010-09,0
523321,2010-09-21 13:40:00,17046,25,438,547.94,United Kingdom,2010-09-01,2010-09,2010-03,6
523322,2010-09-21 13:50:00,15329,19,181,388.05,United Kingdom,2010-09-01,2010-09,2009-12,9
523323,2010-09-21 13:51:00,18041,5,120,135.6,United Kingdom,2010-09-01,2010-09,2010-01,8
523324,2010-09-21 14:12:00,17438,28,338,462.04,United Kingdom,2010-09-01,2010-09,2010-03,6
523326,2010-09-21 14:12:00,13183,17,469,817.1,United Kingdom,2010-09-01,2010-09,2010-03,6
523327,2010-09-21 14:22:00,14761,13,88,192.02,United Kingdom,2010-09-01,2010-09,2010-09,0
523328,2010-09-21 14:26:00,17865,19,234,591.42,United Kingdom,2010-09-01,2010-09,2009-12,9
523329,2010-09-21 14:29:00,17865,1,96,139.2,United Kingdom,2010-09-01,2010-09,2009-12,9
523330,2010-09-21 14:39:00,16998,2,28,107.0,United Kingdom,2010-09-01,2010-09,2010-09,0
523331,2010-09-21 14:46:00,15728,6,56,247.60000000000002,United Kingdom,2010-09-01,2010-09,2010-09,0
523332,2010-09-21 14:48:00,16705,76,4324,6572.43,United Kingdom,2010-09-01,2010-09,2009-12,9
523333,2010-09-21 14:48:00,16954,8,205,211.35,United Kingdom,2010-09-01,2010-09,2010-01,8
523334,2010-09-21 14:51:00,14126,28,379,466.33000000000004,United Kingdom,2010-09-01,2010-09,2010-09,0
523335,2010-09-21 14:58:00,12928,10,226,342.94,United Kingdom,2010-09-01,2010-09,2010-06,3
523336,2010-09-21 14:59:00,12928,1,10,19.5,United Kingdom,2010-09-01,2010-09,2010-06,3
523337,2010-09-21 15:11:00,16033,24,47,114.33,United Kingdom,2010-09-01,2010-09,2010-08,1
523338,2010-09-21 15:14:00,14866,12,720,2487.2,United Kingdom,2010-09-01,2010-09,2010-08,1
523339,2010-09-21 15:28:00,13410,8,290,299.98,United Kingdom,2010-09-01,2010-09,2009-12,9
523340,2010-09-21 15:36:00,12474,29,315,504.51,Germany,2010-09-01,2010-09,2010-02,7
523341,2010-09-21 15:39:00,13468,10,56,162.09,United Kingdom,2010-09-01,2010-09,2009-12,9
523342,2010-09-21 15:41:00,18093,5,432,619.6800000000001,United Kingdom,2010-09-01,2010-09,2010-03,6
523344,2010-09-21 15:51:00,13031,116,652,866.56,United Kingdom,2010-09-01,2010-09,2010-06,3
523345,2010-09-21 15:57:00,12802,18,317,364.40999999999997,Netherlands,2010-09-01,2010-09,2010-05,4
523347,2010-09-21 16:14:00,17127,6,50,195.90000000000003,United Kingdom,2010-09-01,2010-09,2009-12,9
523348,2010-09-21 16:26:00,17850,26,286,585.9,United Kingdom,2010-09-01,2010-09,2009-12,9
523349,2010-09-21 16:28:00,17850,3,36,57.96,United Kingdom,2010-09-01,2010-09,2009-12,9
523350,2010-09-21 16:36:00,16558,19,126,330.92,United Kingdom,2010-09-01,2010-09,2009-12,9
523351,2010-09-21 16:37:00,17850,25,205,415.25,United Kingdom,2010-09-01,2010-09,2009-12,9
523353,2010-09-21 16:40:00,17850,3,18,27.54,United Kingdom,2010-09-01,2010-09,2009-12,9
523354,2010-09-21 16:44:00,17161,52,537,856.01,United Kingdom,2010-09-01,2010-09,2010-09,0
523355,2010-09-21 16:47:00,17961,15,31,37.04,United Kingdom,2010-09-01,2010-09,2009-12,9
523356,2010-09-21 17:10:00,14911,13,672,1251.2,EIRE,2010-09-01,2010-09,2009-12,9
523357,2010-09-21 17:21:00,17850,25,212,414.6,United Kingdom,2010-09-01,2010-09,2009-12,9
523358,2010-09-21 17:22:00,17850,2,12,18.84,United Kingdom,2010-09-01,2010-09,2009-12,9
523359,2010-09-21 17:29:00,14933,1,300,885.0,Channel Islands,2010-09-01,2010-09,2010-09,0
523360,2010-09-21 17:45:00,17850,24,302,691.0600000000001,United Kingdom,2010-09-01,2010-09,2009-12,9
523361,2010-09-21 17:50:00,13214,48,720,729.64,United Kingdom,2010-09-01,2010-09,2010-03,6
523362,2010-09-21 18:03:00,17850,26,280,550.2,United Kingdom,2010-09-01,2010-09,2009-12,9
523363,2010-09-21 18:05:00,17850,3,18,27.54,United Kingdom,2010-09-01,2010-09,2009-12,9
523364,2010-09-21 18:05:00,17850,25,238,427.56,United Kingdom,2010-09-01,2010-09,2009-12,9
523365,2010-09-21 18:06:00,17850,2,12,17.4,United Kingdom,2010-09-01,2010-09,2009-12,9
523366,2010-09-21 18:15:00,14560,4,192,90.0,United Kingdom,2010-09-01,2010-09,2009-12,9
523367,2010-09-21 18:16:00,18092,7,538,643.46,United Kingdom,2010-09-01,2010-09,2009-12,9
523369,2010-09-21 18:30:00,14113,11,423,696.26,United Kingdom,2010-09-01,2010-09,2009-12,9
523370,2010-09-21 18:42:00,17926,6,116,283.0,United Kingdom,2010-09-01,2010-09,2010-05,4
523371,2010-09-21 18:43:00,17850,26,286,585.9,United Kingdom,2010-09-01,2010-09,2009-12,9
523372,2010-09-21 18:43:00,17850,2,24,37.68,United Kingdom,2010-09-01,2010-09,2009-12,9
523373,2010-09-21 18:56:00,16199,2,33,110.55000000000001,United Kingdom,2010-09-01,2010-09,2010-03,6
523374,2010-09-21 19:10:00,17850,23,195,323.57,United Kingdom,2010-09-01,2010-09,2009-12,9
523375,2010-09-21 19:13:00,17850,2,12,18.84,United Kingdom,2010-09-01,2010-09,2009-12,9
523376,2010-09-21 19:14:00,17850,24,212,395.40000000000003,United Kingdom,2010-09-01,2010-09,2009-12,9
523377,2010-09-21 19:21:00,17850,3,18,27.54,United Kingdom,2010-09-01,2010-09,2009-12,9
523391,2010-09-21 20:02:00,16013,4,264,942.0,United Kingdom,2010-09-01,2010-09,2009-12,9
523409,2010-09-21 20:38:00,13440,5,8,25.8,United Kingdom,2010-09-01,2010-09,2010-09,0
523410,2010-09-22 08:44:00,17850,26,250,442.56,United Kingdom,2010-09-01,2010-09,2009-12,9
523411,2010-09-22 08:45:00,17850,23,185,318.01,United Kingdom,2010-09-01,2010-09,2009-12,9
523412,2010-09-22 08:47:00,17850,3,36,55.08,United Kingdom,2010-09-01,2010-09,2009-12,9
523413,2010-09-22 08:50:00,17850,2,24,37.68,United Kingdom,2010-09-01,2010-09,2009-12,9
523414,2010-09-22 09:08:00,13557,1,5,24.75,United Kingdom,2010-09-01,2010-09,2009-12,9
523415,2010-09-22 09:18:00,17850,1,12,17.4,United Kingdom,2010-09-01,2010-09,2009-12,9
523416,2010-09-22 09:19:00,14611,19,315,312.93,United Kingdom,2010-09-01,2010-09,2010-04,5
523417,2010-09-22 09:21:00,13474,4,29,69.15,United Kingdom,2010-09-01,2010-09,2010-08,1
523418,2010-09-22 09:23:00,17850,20,177,244.99,United Kingdom,2010-09-01,2010-09,2009-12,9
523419,2010-09-22 09:25:00,17850,1,6,8.7,United Kingdom,2010-09-01,2010-09,2009-12,9
523420,2010-09-22 09:53:00,17850,25,238,496.74,United Kingdom,2010-09-01,2010-09,2009-12,9
523421,2010-09-22 09:54:00,17850,2,24,34.8,United Kingdom,2010-09-01,2010-09,2009-12,9
523422,2010-09-22 10:10:00,17850,25,217,343.51,United Kingdom,2010-09-01,2010-09,2009-12,9
523423,2010-09-22 10:11:00,17850,3,24,36.239999999999995,United Kingdom,2010-09-01,2010-09,2009-12,9
523424,2010-09-22 10:19:00,14739,11,330,458.82,United Kingdom,2010-09-01,2010-09,2009-12,9
523425,2010-09-22 10:22:00,16700,19,291,344.32,United Kingdom,2010-09-01,2010-09,2009-12,9
523426,2010-09-22 10:24:00,16700,3,60,112.80000000000001,United Kingdom,2010-09-01,2010-09,2009-12,9
523428,2010-09-22 10:44:00,14933,1,100,295.0,Channel Islands,2010-09-01,2010-09,2010-09,0
523429,2010-09-22 10:46:00,14933,1,100,295.0,Channel Islands,2010-09-01,2010-09,2010-09,0
523430,2010-09-22 10:47:00,14933,1,100,295.0,Channel Islands,2010-09-01,2010-09,2010-09,0
523431,2010-09-22 11:01:00,17819,24,272,231.07999999999998,United Kingdom,2010-09-01,2010-09,2009-12,9
523432,2010-09-22 11:05:00,16723,25,446,251.93,United Kingdom,2010-09-01,2010-09,2009-12,9
523448,2010-09-22 11:19:00,12578,39,688,1011.86,Italy,2010-09-01,2010-09,2010-09,0
523456,2010-09-22 11:28:00,12835,4,11,26.55,United Kingdom,2010-09-01,2010-09,2009-12,9
523461,2010-09-22 11:32:00,17850,26,280,565.5600000000001,United Kingdom,2010-09-01,2010-09,2009-12,9
523462,2010-09-22 11:34:00,17850,2,24,37.68,United Kingdom,2010-09-01,2010-09,2009-12,9
523465,2010-09-22 11:37:00,17850,24,206,378.90000000000003,United Kingdom,2010-09-01,2010-09,2009-12,9
523468,2010-09-22 11:40:00,17850,25,268,538.6800000000001,United Kingdom,2010-09-01,2010-09,2009-12,9
523469,2010-09-22 11:41:00,17850,2,12,17.4,United Kingdom,2010-09-01,2010-09,2009-12,9
523470,2010-09-22 11:41:00,17850,3,36,55.08,United Kingdom,2010-09-01,2010-09,2009-12,9
523471,2010-09-22 11:45:00,14182,24,60,255.65,United Kingdom,2010-09-01,2010-09,2010-04,5
523493,2010-09-22 11:55:00,15719,44,93,217.32,United Kingdom,2010-09-01,2010-09,2009-12,9
523494,2010-09-22 11:56:00,13769,23,200,250.94,United Kingdom,2010-09-01,2010-09,2009-12,9
523510,2010-09-22 12:24:00,17840,55,138,185.72,United Kingdom,2010-09-01,2010-09,2010-09,0
523511,2010-09-22 12:31:00,17850,25,268,538.6800000000001,United Kingdom,2010-09-01,2010-09,2009-12,9
523512,2010-09-22 12:33:00,17850,3,36,55.08,United Kingdom,2010-09-01,2010-09,2009-12,9
523513,2010-09-22 12:38:00,17850,21,184,397.26,United Kingdom,2010-09-01,2010-09,2009-12,9
523514,2010-09-22 12:39:00,17850,3,36,57.96,United Kingdom,2010-09-01,2010-09,2009-12,9
523515,2010-09-22 12:44:00,15039,31,157,396.05,United Kingdom,2010-09-01,2010-09,2009-12,9
523516,2010-09-22 12:46:00,13089,42,540,1089.6,United Kingdom,2010-09-01,2010-09,2009-12,9
523524,2010-09-22 13:07:00,14570,39,336,395.69,United Kingdom,2010-09-01,2010-09,2010-09,0
523535,2010-09-22 13:39:00,17068,19,54,118.35,United Kingdom,2010-09-01,2010-09,2010-03,6
523536,2010-09-22 13:51:00,17002,15,378,643.86,United Kingdom,2010-09-01,2010-09,2010-03,6
523537,2010-09-22 14:01:00,13196,37,352,647.1800000000001,United Kingdom,2010-09-01,2010-09,2010-04,5
523538,2010-09-22 14:01:00,16341,44,832,1109.92,United Kingdom,2010-09-01,2010-09,2010-04,5
523539,2010-09-22 14:05:00,16329,39,278,554.62,United Kingdom,2010-09-01,2010-09,2009-12,9
523540,2010-09-22 14:07:00,17850,25,212,414.6,United Kingdom,2010-09-01,2010-09,2009-12,9
523541,2010-09-22 14:22:00,15057,17,368,901.42,United Kingdom,2010-09-01,2010-09,2009-12,9
523542,2010-09-22 14:24:00,17713,18,225,311.72,United Kingdom,2010-09-01,2010-09,2010-06,3
523550,2010-09-22 14:42:00,15847,13,86,207.24,United Kingdom,2010-09-01,2010-09,2010-03,6
523551,2010-09-22 14:47:00,14439,8,146,780.06,Greece,2010-09-01,2010-09,2010-01,8
523554,2010-09-22 15:09:00,15681,8,198,373.86,United Kingdom,2010-09-01,2010-09,2010-05,4
523555,2010-09-22 15:10:00,15681,2,36,90.6,United Kingdom,2010-09-01,2010-09,2010-05,4
523563,2010-09-22 15:23:00,14894,20,284,537.36,United Kingdom,2010-09-01,2010-09,2009-12,9
523564,2010-09-22 15:37:00,13610,27,50,125.09,United Kingdom,2010-09-01,2010-09,2010-01,8
523565,2010-09-22 15:38:00,15061,1,30,202.5,United Kingdom,2010-09-01,2010-09,2009-12,9
523566,2010-09-22 15:39:00,15061,1,48,100.80000000000001,United Kingdom,2010-09-01,2010-09,2009-12,9
523567,2010-09-22 15:40:00,15061,1,30,63.0,United Kingdom,2010-09-01,2010-09,2009-12,9
523568,2010-09-22 15:41:00,15061,1,36,75.60000000000001,United Kingdom,2010-09-01,2010-09,2009-12,9
523569,2010-09-22 15:42:00,15061,1,72,151.20000000000002,United Kingdom,2010-09-01,2010-09,2009-12,9
523570,2010-09-22 15:58:00,13857,38,236,239.28,United Kingdom,2010-09-01,2010-09,2010-05,4
523572,2010-09-22 16:04:00,13576,13,135,420.97,United Kingdom,2010-09-01,2010-09,2009-12,9
523573,2010-09-22 16:17:00,14372,15,183,269.73,United Kingdom,2010-09-01,2010-09,2010-04,5
523576,2010-09-22 16:26:00,13205,1,256,2803.2,United Kingdom,2010-09-01,2010-09,2010-09,0
523577,2010-09-22 16:32:00,13288,1,60,75.0,United Kingdom,2010-09-01,2010-09,2010-02,7
523579,2010-09-22 16:34:00,13756,53,297,484.07,United Kingdom,2010-09-01,2010-09,2009-12,9
523580,2010-09-22 16:41:00,17949,1,1512,1088.6399999999999,United Kingdom,2010-09-01,2010-09,2009-12,9
523581,2010-09-22 16:43:00,17949,2,432,1101.6,United Kingdom,2010-09-01,2010-09,2009-12,9
523582,2010-09-22 16:46:00,17949,1,144,1576.8,United Kingdom,2010-09-01,2010-09,2009-12,9
523583,2010-09-22 17:16:00,12681,36,342,594.6999999999999,France,2010-09-01,2010-09,2009-12,9
523585,2010-09-23 08:10:00,15107,16,52,308.7,United Kingdom,2010-09-01,2010-09,2010-09,0
523586,2010-09-23 08:54:00,14648,9,244,339.48,United Kingdom,2010-09-01,2010-09,2009-12,9
523587,2010-09-23 09:02:00,16638,18,171,263.79,United Kingdom,2010-09-01,2010-09,2010-08,1
523588,2010-09-23 09:11:00,14837,18,230,373.62,United Kingdom,2010-09-01,2010-09,2010-01,8
523589,2010-09-23 09:33:00,15761,5,31,143.05,United Kingdom,2010-09-01,2010-09,2010-09,0
523590,2010-09-23 09:45:00,17663,12,101,208.37,United Kingdom,2010-09-01,2010-09,2010-03,6
523591,2010-09-23 10:06:00,13635,60,730,1130.98,United Kingdom,2010-09-01,2010-09,2009-12,9
523592,2010-09-23 10:09:00,14060,13,604,1027.04,United Kingdom,2010-09-01,2010-09,2010-03,6
523593,2010-09-23 10:10:00,14060,1,6,15.299999999999999,United Kingdom,2010-09-01,2010-09,2010-03,6
523594,2010-09-23 10:23:00,12802,1,1,10.0,Netherlands,2010-09-01,2010-09,2010-05,4
523595,2010-09-23 10:23:00,15366,10,164,304.64,United Kingdom,2010-09-01,2010-09,2010-02,7
523611,2010-09-23 10:40:00,17373,11,108,133.08,United Kingdom,2010-09-01,2010-09,2010-02,7
523612,2010-09-23 10:44:00,13001,52,786,1192.92,United Kingdom,2010-09-01,2010-09,2009-12,9
